transaction_id,customer_id,merchant_id,amount,payment_method,failure_reason,retry_count,minutes_since_failure,customer_success_rate,method_success_rate,previous_failures,is_international,device_type,hour,day_of_week,recovery_success
TX016639,5403,2570,355.71,NETBANKING,TIMEOUT,3,30,0.3575112990745011,0.579245350860629,3,0,desktop,16,3,0
TX016640,5897,2575,501.24,WALLET,TIMEOUT,3,60,0.530716733958429,0.506509562696268,2,0,mobile,8,1,0
TX016641,1163,450,2734.22,CARD,LIMIT,0,120,0.8022593294826752,0.883685981920294,3,0,tablet,0,2,0
TX016642,4310,2260,471.25,NETBANKING,TIMEOUT,3,30,0.6842429822613529,0.7133221671287309,0,0,mobile,13,5,0
TX016643,18379,2888,118.87,UPI,TIMEOUT,3,30,0.9252672187344326,0.8203835891582931,0,0,desktop,20,0,1
TX016644,15991,515,766.37,WALLET,TIMEOUT,1,5,0.49143924851052645,0.7088008530648685,1,0,mobile,0,4,0
TX016645,19261,2152,2960.77,WALLET,NETWORK,2,60,0.7911488864022447,0.3046062679227539,2,0,mobile,7,2,0
TX016646,18732,500,558.53,WALLET,BANK_DECLINE,2,5,0.5100372264347784,0.4705902071211311,4,0,tablet,8,6,0
TX016647,3251,1412,2707.47,NETBANKING,TIMEOUT,0,15,0.7110184134372546,0.3871851227906272,4,0,tablet,9,3,0
TX016648,12092,781,127.73,NETBANKING,BANK_DECLINE,2,240,0.7154921800033172,0.3192847039319645,1,1,desktop,22,4,1
TX016649,7590,681,595.32,NETBANKING,TIMEOUT,0,5,0.40524813818657246,0.7929203583789468,1,0,tablet,8,4,0
TX016650,8658,1429,540.16,WALLET,BANK_DECLINE,3,240,0.4986772946562339,0.5043979899628748,2,1,mobile,4,1,0
TX016651,17816,2304,2364.22,UPI,TIMEOUT,1,5,0.7386600383145816,0.4137331761970332,0,0,tablet,15,1,0
TX016652,6247,419,367.91,WALLET,NETWORK,1,60,0.8914507987732045,0.4762688656658071,4,0,mobile,7,4,0
TX016653,8715,1865,3951.77,CARD,TIMEOUT,2,120,0.8744286342106815,0.6247221707329114,3,0,desktop,22,4,0
TX016654,4817,988,4037.69,UPI,TIMEOUT,2,120,0.7255970891609642,0.32578818939356735,3,0,mobile,8,3,0
TX016655,18454,490,11021.1,CARD,BANK_DECLINE,0,15,0.9093443744298162,0.8001142127817356,4,1,mobile,9,6,1
TX016656,5600,2738,371.5,WALLET,BANK_DECLINE,1,120,0.7472146744136774,0.8647212399200279,3,1,desktop,14,6,0
TX016657,10982,801,512.96,NETBANKING,NETWORK,3,240,0.9336386600640934,0.36846002734588995,4,0,tablet,18,1,0
TX016658,1994,2974,9301.45,UPI,NETWORK,2,240,0.6465448927308566,0.4638800311194081,2,0,desktop,14,2,0
TX016659,5731,1272,7853.94,UPI,LIMIT,2,5,0.360402052274259,0.5999660286894011,1,0,desktop,2,1,0
TX016660,8670,1883,2107.88,UPI,TIMEOUT,3,5,0.9317708805866376,0.7174005824600379,2,0,tablet,11,5,0
TX016661,18341,2419,1859.67,UPI,TIMEOUT,2,5,0.5386978623425716,0.7840805162347879,2,0,desktop,9,0,0
TX016662,9287,2795,1243.03,NETBANKING,BANK_DECLINE,3,15,0.4987693731944908,0.8378077469855552,0,1,tablet,8,2,0
TX016663,19538,1604,6579.44,NETBANKING,TIMEOUT,3,30,0.7322356976062094,0.31148966917926685,4,0,desktop,21,0,0
TX016664,18015,2976,545.05,NETBANKING,BANK_DECLINE,0,60,0.8773712584627922,0.3370140331447,2,0,desktop,21,0,0
TX016665,12876,998,2023.6,CARD,BANK_DECLINE,0,5,0.7743692758855558,0.8761980567349106,0,0,tablet,16,1,0
TX016666,18081,1746,1137.16,CARD,TIMEOUT,1,60,0.9490521750767797,0.6709095242077706,1,0,desktop,18,3,0
TX016667,17415,1041,743.25,WALLET,LIMIT,2,120,0.936798371637841,0.4077242088153066,0,0,tablet,0,4,0
TX016668,16852,2170,375.34,NETBANKING,TIMEOUT,3,30,0.907559705408199,0.7744506040392535,2,1,mobile,0,3,0
TX016669,14490,1376,443.33,WALLET,TIMEOUT,0,240,0.33113326101368296,0.720243458556721,0,0,mobile,15,2,0
TX016670,6562,1771,336.73,NETBANKING,LIMIT,0,30,0.9165339864274713,0.669951371591277,2,0,mobile,1,5,1
TX016671,9740,897,1430.16,NETBANKING,BANK_DECLINE,0,30,0.8216949008581689,0.8951115998616457,0,1,tablet,10,0,0
TX016672,3248,814,503.68,UPI,LIMIT,3,30,0.33441022172877033,0.3510256742007265,3,0,mobile,17,4,1
TX016673,7192,1177,727.76,WALLET,NETWORK,3,240,0.7261917627579543,0.5907079410746833,1,0,mobile,1,3,1
TX016674,10895,1015,2526.8,NETBANKING,BANK_DECLINE,2,15,0.46489796265968736,0.3710508206738051,2,0,mobile,6,0,1
TX016675,7406,1381,843.58,WALLET,TIMEOUT,2,30,0.8673822790728609,0.6946231356997413,4,0,tablet,1,2,0
TX016676,2156,2804,978.72,WALLET,NETWORK,2,15,0.6427706413033814,0.9204537608425962,1,1,desktop,23,5,1
TX016677,15318,1106,811.97,WALLET,LIMIT,1,120,0.7030460232798025,0.6407017155942805,2,0,mobile,0,3,0
TX016678,9535,965,2411.45,CARD,LIMIT,3,30,0.9094303364979333,0.5589991197752056,0,1,desktop,21,0,1
TX016679,6295,208,10130.72,CARD,BANK_DECLINE,3,30,0.6367816973045514,0.650141946846815,4,0,mobile,14,6,0
TX016680,13264,2603,994.28,WALLET,BANK_DECLINE,2,5,0.5605138763549584,0.7293677956392453,2,0,tablet,6,3,1
TX016681,7154,935,236.5,CARD,LIMIT,1,5,0.6928919255688193,0.4070999955599165,1,0,mobile,7,2,1
TX016682,19632,1422,205.5,WALLET,BANK_DECLINE,0,5,0.8080202985478722,0.91123912446141,4,0,desktop,17,2,0
TX016683,10136,2119,2794.85,CARD,TIMEOUT,1,240,0.5611332428830873,0.3889327527477209,0,0,desktop,20,3,0
TX016684,14213,822,4224.33,WALLET,NETWORK,2,15,0.6913671157984934,0.3739876512014931,1,0,mobile,17,4,0
TX016685,13072,1401,1825.96,NETBANKING,BANK_DECLINE,3,240,0.812130794873821,0.3211605476159527,2,0,tablet,12,5,0
TX016686,11242,831,872.91,UPI,BANK_DECLINE,0,60,0.41395964115367956,0.5794374260024575,4,0,mobile,17,2,0
TX016687,4285,1473,5034.54,WALLET,NETWORK,1,15,0.7186514897822267,0.3181776960780728,3,0,tablet,8,6,0
TX016688,10522,1065,545.84,NETBANKING,LIMIT,1,15,0.7531271013487659,0.9241184474899875,1,0,mobile,1,1,1
TX016689,3003,2380,2595.83,CARD,NETWORK,3,30,0.3680759614913175,0.5674445174799378,2,0,mobile,14,6,0
TX016690,10979,2528,63.84,NETBANKING,NETWORK,1,30,0.7734213903316711,0.8649245024522378,0,1,desktop,23,6,1
TX016691,11438,2551,2919.3,NETBANKING,LIMIT,1,60,0.5461215905487983,0.7127182458643935,0,0,mobile,13,0,0
TX016692,15227,726,158.38,CARD,BANK_DECLINE,3,120,0.7752865697239106,0.8749958547062169,1,0,tablet,7,5,1
TX016693,4672,2952,41.27,CARD,LIMIT,1,30,0.3469562677202627,0.6252530665632869,4,0,tablet,14,5,0
TX016694,8458,2815,1209.78,UPI,NETWORK,1,30,0.5482042781810909,0.810340057361383,3,0,desktop,13,5,0
TX016695,19539,1449,2352.23,WALLET,BANK_DECLINE,3,240,0.8788339490669361,0.660481350789228,0,0,desktop,22,2,0
TX016696,4479,2403,132.89,CARD,BANK_DECLINE,0,15,0.6907864536223882,0.9200324325598161,2,0,tablet,20,0,1
TX016697,15887,638,401.27,UPI,BANK_DECLINE,0,30,0.5657755768553785,0.6317395660127948,1,1,tablet,16,6,1
TX016698,1051,1933,1445.75,CARD,BANK_DECLINE,3,60,0.8587174731905041,0.30475148755630227,2,0,mobile,9,1,1
TX016699,3159,2478,1380.06,CARD,BANK_DECLINE,0,15,0.43364579317027263,0.6971951498148303,2,0,mobile,18,0,0
TX016700,5390,2656,757.96,CARD,NETWORK,0,30,0.33635898360697225,0.6980947971526035,1,1,mobile,10,1,1
TX016701,17080,2998,2130.13,NETBANKING,NETWORK,3,30,0.3053324737192958,0.7011580680807048,1,0,mobile,3,2,0
TX016702,3112,1071,571.78,NETBANKING,LIMIT,0,15,0.5535155343341156,0.6739637095491857,4,0,tablet,10,4,0
TX016703,13752,1899,2364.79,CARD,TIMEOUT,0,15,0.7953534776409411,0.5292820351518146,1,0,tablet,16,6,1
TX016704,15593,1182,530.03,WALLET,LIMIT,1,5,0.7270046446885239,0.559795463920047,2,0,desktop,15,4,0
TX016705,16339,2776,393.61,NETBANKING,NETWORK,2,240,0.3825586869976002,0.5624911606082346,2,0,tablet,14,0,0
TX016706,2354,2079,1018.0,CARD,BANK_DECLINE,1,15,0.7132858087615055,0.35487093122896585,1,0,desktop,20,2,1
TX016707,6620,2977,2600.8,NETBANKING,TIMEOUT,2,30,0.3998520086207736,0.8550201001737481,1,0,desktop,18,3,1
TX016708,4754,910,140.08,CARD,LIMIT,3,15,0.3677310287408846,0.6231178696785835,3,0,mobile,15,5,0
TX016709,17593,1558,3070.31,NETBANKING,NETWORK,0,30,0.4198532894238092,0.8985835383853109,3,1,tablet,19,1,0
TX016710,17167,183,810.15,WALLET,NETWORK,0,15,0.527752834385186,0.5615301799834927,3,0,tablet,1,2,1
TX016711,1237,2985,192.98,UPI,LIMIT,0,15,0.44019316857774216,0.48204972132833507,0,0,desktop,22,2,0
TX016712,9527,332,698.77,UPI,TIMEOUT,2,15,0.47331021471566626,0.4421859470172449,2,0,mobile,12,4,0
TX016713,9075,2622,862.66,CARD,BANK_DECLINE,0,30,0.3575710070350802,0.6950879995620004,0,0,tablet,0,3,0
TX016714,18960,2451,344.17,CARD,NETWORK,0,240,0.7839949439125241,0.6937972748731933,1,1,tablet,9,6,1
TX016715,9691,1143,6917.35,NETBANKING,LIMIT,3,5,0.8686350139843819,0.6875069845048237,0,1,mobile,7,3,0
TX016716,10756,556,1110.22,NETBANKING,TIMEOUT,0,120,0.7279764304083987,0.44559523363120934,3,0,desktop,4,2,0
TX016717,4540,1574,385.69,CARD,BANK_DECLINE,2,5,0.8006084892172589,0.8912220851069805,4,0,desktop,7,6,1
TX016718,10327,1653,143.55,CARD,TIMEOUT,0,30,0.8781345432602785,0.7207787695827205,4,0,tablet,4,2,1
TX016719,11540,2131,4203.33,NETBANKING,BANK_DECLINE,2,120,0.5899151213335199,0.38602406212828333,1,0,desktop,4,6,1
TX016720,8257,2813,1134.5,NETBANKING,NETWORK,2,120,0.3661730835582573,0.37815448808617835,4,0,desktop,18,2,0
TX016721,17533,452,625.16,UPI,TIMEOUT,3,30,0.3657755712888705,0.4813259036036636,2,1,tablet,5,4,0
TX016722,12720,2436,1257.58,NETBANKING,BANK_DECLINE,1,60,0.5145879331564801,0.4427823832082442,1,1,desktop,9,3,1
TX016723,2624,2332,441.45,CARD,NETWORK,1,60,0.5900047380879463,0.9095268878304985,3,0,desktop,10,2,1
TX016724,8661,2787,5767.5,NETBANKING,TIMEOUT,0,60,0.6119268701878089,0.3274377490243039,1,0,desktop,5,4,1
TX016725,19958,748,2084.47,WALLET,LIMIT,2,240,0.655658801671749,0.45455476198430333,4,0,desktop,21,4,0
TX016726,8529,1517,3463.51,NETBANKING,BANK_DECLINE,3,15,0.5599305091540627,0.8419872425862867,3,0,mobile,17,4,0
TX016727,14654,1551,583.25,WALLET,NETWORK,3,30,0.44212436592054494,0.920392018791562,0,0,tablet,13,1,0
TX016728,3108,1816,520.18,UPI,LIMIT,2,240,0.8108157828794407,0.49393434818161597,2,0,mobile,19,5,0
TX016729,4947,692,1937.51,CARD,BANK_DECLINE,2,60,0.7156521866010657,0.6503917500681493,4,1,tablet,17,5,0
TX016730,8899,279,1477.98,NETBANKING,NETWORK,0,5,0.8679948654779941,0.5447640818242392,0,0,desktop,21,5,1
TX016731,14372,951,1781.42,NETBANKING,BANK_DECLINE,2,240,0.5692912574751887,0.9436488532245455,2,0,desktop,15,1,0
TX016732,5914,1315,1421.18,NETBANKING,BANK_DECLINE,2,120,0.6069253778971421,0.4205125815312656,3,0,mobile,10,0,0
TX016733,7667,240,509.78,UPI,LIMIT,3,30,0.8348612739353738,0.8535138028627842,3,0,desktop,8,1,0
TX016734,3263,1869,329.62,WALLET,TIMEOUT,1,60,0.5368044562045362,0.6876905879208963,4,0,tablet,5,2,0
TX016735,4815,1076,350.35,NETBANKING,BANK_DECLINE,1,30,0.5761705016227149,0.8340225471413683,1,1,mobile,2,6,0
TX016736,1577,854,825.09,UPI,LIMIT,0,120,0.32876155722245204,0.8860712596970872,3,0,tablet,14,5,0
TX016737,16029,2324,969.85,WALLET,LIMIT,3,120,0.36752835900186176,0.35624850120617596,1,0,desktop,20,0,0
TX016738,17806,2350,3914.73,NETBANKING,LIMIT,0,60,0.8343680964396871,0.4575669279698717,3,0,mobile,16,5,0
TX016739,3763,1022,1462.95,CARD,LIMIT,3,60,0.3073344124261731,0.5081838430392323,3,1,tablet,23,3,0
TX016740,18613,2672,2095.51,WALLET,BANK_DECLINE,0,15,0.6290116701856736,0.6502584579039301,4,0,mobile,0,0,1
TX016741,16645,1041,695.99,UPI,LIMIT,0,5,0.7007242385646428,0.5939394276381019,2,0,mobile,19,0,1
TX016742,9945,1629,2603.64,WALLET,TIMEOUT,0,240,0.48727941867595914,0.3256341103082061,2,0,mobile,12,4,0
TX016743,18071,2574,346.8,UPI,LIMIT,0,5,0.45476507221780116,0.7425434180230418,4,0,mobile,9,6,1
TX016744,18106,343,1806.59,UPI,LIMIT,3,15,0.9193993207443283,0.5318563915908693,4,0,desktop,21,2,0
TX016745,14854,971,3017.07,NETBANKING,TIMEOUT,1,15,0.770779412800535,0.799365373298524,2,0,desktop,13,0,1
TX016746,18130,1479,431.85,CARD,TIMEOUT,2,30,0.3402160433054316,0.3603229627035344,4,0,mobile,4,4,0
TX016747,3712,2873,766.81,UPI,BANK_DECLINE,3,60,0.7789501498069371,0.7372021979008588,0,1,tablet,12,4,0
TX016748,18091,2108,665.62,CARD,LIMIT,3,30,0.8321510027742494,0.8643028336545893,2,0,desktop,14,0,0
TX016749,16857,118,704.44,WALLET,TIMEOUT,0,60,0.8184475542994363,0.8427844879258322,4,0,desktop,21,2,1
TX016750,9626,896,1666.9,UPI,TIMEOUT,3,5,0.7099377259972635,0.306841827920417,0,0,tablet,5,3,0
TX016751,14068,698,737.36,NETBANKING,LIMIT,3,240,0.4226794804512345,0.3274285150899148,1,0,tablet,21,0,0
TX016752,17867,1062,1861.27,WALLET,TIMEOUT,3,120,0.4775669592845384,0.9087477589252742,0,0,mobile,3,3,0
TX016753,15719,758,2846.38,CARD,NETWORK,2,240,0.33228357907731737,0.4711197568538861,4,0,mobile,9,1,0
TX016754,2533,1136,158.05,UPI,LIMIT,3,30,0.33284559128666835,0.8737591693729962,4,0,tablet,10,0,0
TX016755,17553,2756,961.29,CARD,TIMEOUT,2,5,0.6168889988367279,0.5621145107922687,0,0,desktop,19,6,0
TX016756,18404,443,944.63,CARD,TIMEOUT,2,120,0.3453515722252759,0.6892682558436664,1,0,desktop,14,3,0
TX016757,8093,2566,319.49,CARD,LIMIT,0,120,0.60978964542429,0.37550126839922643,0,1,desktop,12,0,1
TX016758,14156,1680,1480.54,UPI,TIMEOUT,2,240,0.8178687609621469,0.9321110359932929,0,1,tablet,18,3,1
TX016759,18231,1684,304.11,UPI,BANK_DECLINE,1,120,0.8364869750065247,0.7067688304067262,4,0,tablet,11,2,1
TX016760,14785,1206,1252.95,WALLET,NETWORK,3,5,0.3574503856229055,0.783638764795251,2,0,mobile,22,2,0
TX016761,16591,650,828.5,UPI,BANK_DECLINE,1,30,0.656786305617264,0.4507310447323446,2,0,desktop,20,3,0
TX016762,15694,658,981.36,UPI,LIMIT,3,120,0.896028569120521,0.8572347890322476,0,0,desktop,3,6,1
TX016763,4346,2820,1802.35,CARD,LIMIT,0,5,0.46813410310061787,0.854679307973482,1,0,mobile,15,2,0
TX016764,5013,446,251.62,UPI,NETWORK,0,5,0.5234820503725109,0.5426385281488542,2,1,tablet,23,1,0
TX016765,1031,2837,449.52,UPI,TIMEOUT,3,30,0.49639915716520844,0.3070511791452492,0,0,mobile,2,1,0
TX016766,12156,644,1139.88,WALLET,TIMEOUT,3,120,0.7679913567267141,0.3609677487502655,3,0,tablet,1,2,0
TX016767,11304,788,6145.42,CARD,BANK_DECLINE,1,15,0.86924074737432,0.5128717615464872,3,0,desktop,16,4,1
TX016768,8877,493,344.42,CARD,LIMIT,2,60,0.9219605818033685,0.5880506688562378,3,0,desktop,16,1,1
TX016769,7170,1807,1641.08,UPI,TIMEOUT,3,120,0.6810763286789794,0.49261155663250555,3,0,desktop,14,5,0
TX016770,13078,2928,1274.77,CARD,LIMIT,3,60,0.5234688505463448,0.8073688711649782,0,0,tablet,14,0,0
TX016771,3315,2370,422.72,CARD,NETWORK,2,120,0.393367143470589,0.4191049614727401,4,0,tablet,21,5,0
TX016772,1065,2688,11642.03,UPI,LIMIT,1,120,0.30806337736786465,0.7412098757917975,0,0,tablet,15,1,0
TX016773,13420,1163,684.43,CARD,LIMIT,2,60,0.3740745683513594,0.4101632374265667,4,0,mobile,15,6,0
TX016774,19312,322,19348.03,UPI,BANK_DECLINE,3,60,0.31934775515096603,0.5766531669418702,2,0,tablet,15,2,0
TX016775,8533,2279,2922.48,WALLET,LIMIT,3,5,0.6844295131967446,0.6977781490249884,1,0,desktop,13,6,1
TX016776,15204,436,3197.21,CARD,BANK_DECLINE,2,60,0.5334549481567746,0.3221685026463723,4,0,mobile,23,6,0
TX016777,16317,2550,820.04,NETBANKING,TIMEOUT,2,240,0.6083477168150493,0.39454536134757534,1,0,tablet,11,2,0
TX016778,16457,1494,7908.18,UPI,TIMEOUT,1,120,0.655030997685899,0.6054430346042108,3,1,tablet,12,2,0
TX016779,17968,1318,1782.69,WALLET,NETWORK,2,30,0.5952876571420909,0.5180260795161811,3,0,tablet,11,6,1
TX016780,6244,2628,1827.63,UPI,TIMEOUT,2,120,0.3803245656382378,0.7075744229551387,1,0,desktop,6,5,1
TX016781,9154,2517,343.5,NETBANKING,LIMIT,3,5,0.5008202404054307,0.5420696571345558,4,0,mobile,0,1,0
TX016782,19132,2613,513.94,UPI,NETWORK,3,120,0.6064972616914714,0.4984002424267423,0,1,tablet,17,2,0
TX016783,19588,568,478.06,UPI,BANK_DECLINE,1,30,0.36190001007064165,0.7782321234419518,2,0,desktop,16,3,0
TX016784,12822,1437,642.57,UPI,NETWORK,0,30,0.37743473537183003,0.4494334027499165,1,0,mobile,0,6,0
TX016785,2892,1979,705.33,UPI,NETWORK,3,240,0.912138820182391,0.5425645355602307,3,1,mobile,22,3,0
TX016786,8018,1694,199.66,UPI,LIMIT,1,5,0.525423203575275,0.6076075910669829,0,0,mobile,23,6,0
TX016787,11621,755,838.84,UPI,BANK_DECLINE,1,240,0.9442885195415023,0.6880661121809424,4,0,desktop,1,0,0
TX016788,1973,993,2192.5,NETBANKING,LIMIT,0,15,0.6175535437585239,0.9029372541135083,0,1,tablet,16,5,1
TX016789,11834,1741,1089.83,CARD,NETWORK,0,30,0.7450092902733456,0.8694763799071716,3,1,desktop,5,4,1
TX016790,7615,671,202.83,WALLET,LIMIT,0,15,0.5809905309735918,0.697746709732101,0,0,mobile,8,1,0
TX016791,5329,1012,445.94,UPI,NETWORK,0,120,0.8846131560266193,0.851274581760717,0,0,desktop,22,3,1
TX016792,2477,291,2076.76,WALLET,BANK_DECLINE,3,30,0.43679498577765086,0.83180877338179,3,0,desktop,6,0,0
TX016793,8329,2436,578.22,UPI,LIMIT,2,60,0.8792067429397792,0.5236788026166683,1,0,desktop,9,2,0
TX016794,7444,554,1115.54,CARD,NETWORK,1,30,0.6136668733511368,0.5702158007384911,1,1,desktop,23,4,1
TX016795,17385,2922,79.24,WALLET,NETWORK,0,60,0.7251516267666123,0.44851382981424515,1,0,tablet,8,4,1
TX016796,12406,964,429.22,UPI,LIMIT,1,15,0.6486280511412977,0.6447709429999865,0,0,desktop,5,6,1
TX016797,7843,872,3191.56,CARD,LIMIT,0,240,0.8734314371634884,0.4294382835810713,2,1,tablet,8,0,0
TX016798,6972,752,3953.71,CARD,NETWORK,1,30,0.789040583415857,0.7527037424608554,2,0,mobile,16,1,1
TX016799,16295,1857,880.17,WALLET,BANK_DECLINE,1,240,0.5116788511293804,0.5481098139975114,2,0,tablet,19,2,1
TX016800,6105,753,597.0,CARD,TIMEOUT,1,5,0.3362351009631394,0.36926239658958127,4,0,mobile,8,0,0
TX016801,11931,1194,957.43,WALLET,NETWORK,0,15,0.4505580087718098,0.4444761751061769,2,0,tablet,1,0,1
TX016802,8702,2306,812.92,NETBANKING,TIMEOUT,3,15,0.33085691398137085,0.8525778147882768,4,0,mobile,17,0,0
TX016803,15136,2919,970.48,NETBANKING,BANK_DECLINE,3,60,0.3081053271509986,0.4680829041209008,3,1,tablet,21,2,0
TX016804,3599,1683,2780.46,CARD,BANK_DECLINE,1,240,0.9240684519950786,0.7253033952365983,1,0,tablet,16,0,1
TX016805,3235,162,2968.32,UPI,BANK_DECLINE,2,30,0.685209072010599,0.6326288970733114,4,0,desktop,8,0,0
TX016806,6473,739,4310.26,WALLET,BANK_DECLINE,1,120,0.3064189912629437,0.5196723884114095,0,0,desktop,21,2,0
TX016807,1018,871,31499.34,UPI,TIMEOUT,0,60,0.5767428777206536,0.7246982207466612,2,0,desktop,0,5,0
TX016808,1858,561,25316.45,WALLET,BANK_DECLINE,1,15,0.42191968420679504,0.46343985936335863,0,0,mobile,20,0,0
TX016809,6380,306,272.87,NETBANKING,LIMIT,1,60,0.47017727840183143,0.5996698849418891,2,0,tablet,18,5,1
TX016810,4032,668,219.79,UPI,NETWORK,0,5,0.8829492340711977,0.3033272023809941,2,0,mobile,10,0,1
TX016811,19915,2501,324.85,CARD,LIMIT,2,5,0.7318858917355555,0.5353560166546599,4,1,desktop,2,6,0
TX016812,8471,1265,599.05,UPI,BANK_DECLINE,0,5,0.8591199078265312,0.4366702607420506,4,1,tablet,6,2,0
TX016813,5719,2736,537.91,NETBANKING,BANK_DECLINE,2,60,0.9237514100361743,0.5411120620609894,1,0,mobile,8,0,1
TX016814,13943,477,232.91,UPI,LIMIT,0,240,0.8215210357696494,0.9036825049173178,2,0,tablet,4,1,0
TX016815,5863,1560,1528.91,NETBANKING,BANK_DECLINE,2,60,0.46054952511107367,0.7235305039411788,1,0,tablet,10,5,0
TX016816,5038,1238,834.03,UPI,LIMIT,0,5,0.8810272815688762,0.9311992235987689,3,0,mobile,5,4,1
TX016817,19836,2686,1028.1,CARD,BANK_DECLINE,3,240,0.6002004774073235,0.48745444422574274,1,1,desktop,4,6,0
TX016818,3846,1633,448.8,UPI,LIMIT,0,15,0.5175877662101207,0.8033389048722968,4,0,desktop,20,2,0
TX016819,9064,568,466.85,CARD,BANK_DECLINE,1,15,0.6885476580858091,0.43680504539138076,4,0,desktop,13,2,0
TX016820,12394,1899,1109.4,WALLET,LIMIT,1,5,0.8583858438108356,0.554961970437666,0,0,tablet,15,2,0
TX016821,7622,2820,303.46,UPI,LIMIT,3,15,0.8947952996154833,0.9467756708101429,3,0,desktop,0,2,1
TX016822,13295,2238,1777.48,NETBANKING,BANK_DECLINE,1,60,0.6703795246303084,0.7900367404802919,1,1,desktop,12,2,1
TX016823,12782,1908,304.2,CARD,BANK_DECLINE,1,60,0.5166261196428344,0.7047983594449502,4,1,desktop,1,4,0
TX016824,2159,161,6329.64,WALLET,TIMEOUT,3,60,0.6767190579539829,0.5486969806542266,4,1,desktop,5,1,0
TX016825,5626,2273,4880.39,WALLET,TIMEOUT,1,5,0.7502521181778449,0.4328652817315802,2,0,desktop,0,4,0
TX016826,4722,2548,1475.75,UPI,LIMIT,1,240,0.4186767430582655,0.7944918371189562,1,0,desktop,6,4,0
TX016827,12630,1097,564.71,UPI,LIMIT,3,60,0.30128132060814555,0.5335416823665453,1,1,desktop,19,2,0
TX016828,12274,2854,1406.06,NETBANKING,BANK_DECLINE,2,15,0.3275530822925726,0.3989326281968728,0,0,desktop,11,3,0
TX016829,15888,924,3476.25,UPI,NETWORK,0,30,0.7772883751984381,0.8650865268834582,4,0,tablet,10,4,1
TX016830,7589,2793,749.43,UPI,LIMIT,0,240,0.7945447251464658,0.7258374163443007,2,0,tablet,2,0,1
TX016831,16473,2729,389.71,UPI,BANK_DECLINE,3,30,0.3186039751918068,0.7072350431455664,2,0,mobile,16,4,0
TX016832,3243,455,338.96,WALLET,LIMIT,3,15,0.9380892139867174,0.5110871059132945,0,1,mobile,21,6,1
TX016833,9177,1738,1289.95,WALLET,LIMIT,2,240,0.3567832229776843,0.3913843972464746,1,0,mobile,9,6,0
TX016834,2760,1045,3841.12,CARD,TIMEOUT,3,5,0.520110550117066,0.9045234665904185,4,0,desktop,18,5,0
TX016835,17202,1190,1225.55,CARD,BANK_DECLINE,3,5,0.8020085459444759,0.6185610988212649,0,0,tablet,6,1,0
TX016836,6442,1286,1019.05,NETBANKING,LIMIT,3,30,0.8093640248186944,0.5193923683230033,4,0,desktop,3,5,1
TX016837,15965,2770,610.52,UPI,LIMIT,3,15,0.8443103473159133,0.5537532868285364,4,0,tablet,10,3,0
TX016838,4236,860,3788.63,UPI,BANK_DECLINE,2,240,0.8388353025769122,0.424025330834784,2,0,desktop,17,4,0
TX016839,16611,2550,6206.24,UPI,NETWORK,2,5,0.8281981006687438,0.8466794914597289,1,0,desktop,10,0,1
TX016840,9235,430,315.08,WALLET,TIMEOUT,2,30,0.33801193313477196,0.6453731654858424,4,0,mobile,18,1,0
TX016841,16829,392,725.25,NETBANKING,TIMEOUT,1,240,0.9457240083775096,0.8135821727987473,4,0,desktop,21,6,0
TX016842,9680,195,13329.49,UPI,TIMEOUT,0,5,0.6492217589944884,0.7225127902572683,0,0,desktop,22,0,0
TX016843,12340,514,168.19,WALLET,LIMIT,3,120,0.7616229864675246,0.764542879319952,3,0,tablet,10,3,1
TX016844,10148,538,241.25,NETBANKING,LIMIT,1,240,0.4198539557481272,0.8071872115117478,2,0,tablet,11,3,1
TX016845,11306,1194,4828.95,WALLET,TIMEOUT,1,5,0.3685389358154754,0.3070327640805308,1,0,tablet,19,6,0
TX016846,18499,409,2151.54,WALLET,LIMIT,2,240,0.8405698721851427,0.3709461952211728,3,0,mobile,0,5,0
TX016847,19165,2309,882.6,NETBANKING,LIMIT,3,60,0.60807641157338,0.7162150975437914,0,0,mobile,9,2,0
TX016848,12018,1354,533.63,NETBANKING,NETWORK,2,240,0.6857091981628234,0.5297025874692965,4,0,tablet,17,5,1
TX016849,19260,1879,419.42,UPI,BANK_DECLINE,2,5,0.7836362416282342,0.625731934544957,4,0,desktop,19,3,0
TX016850,12142,510,305.28,NETBANKING,NETWORK,2,30,0.3585935017873501,0.705586266937161,3,1,tablet,11,3,1
TX016851,10546,398,3506.7,CARD,TIMEOUT,0,30,0.840376872803112,0.4050765948504318,2,0,desktop,21,5,1
TX016852,4276,1210,5124.06,CARD,LIMIT,0,5,0.7877166979834221,0.6268903015339049,4,0,tablet,6,1,1
TX016853,17832,2547,1877.74,NETBANKING,NETWORK,0,30,0.5027779816405051,0.5591988938782575,0,0,desktop,12,5,0
TX016854,17008,610,1839.51,NETBANKING,TIMEOUT,2,30,0.734224555859596,0.6407947828309748,2,1,desktop,17,2,1
TX016855,5172,2865,2231.9,UPI,TIMEOUT,2,240,0.34963204339159076,0.407711045372278,2,0,mobile,20,6,1
TX016856,14183,2006,1715.04,NETBANKING,NETWORK,2,15,0.8080152238574865,0.4120741152439408,4,0,mobile,21,6,0
TX016857,13836,1631,864.06,UPI,NETWORK,2,5,0.5265962148759458,0.31694971219014123,0,0,desktop,5,5,0
